gene_a,gene_b,source,target,merged_sign,sign_conflict,direction_conflict,supporting_layers,n_supporting_layers,layer_evidence_type,tier,citation
ABL1,HSP90AA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,LCK,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,CTNNB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,RAD52,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,JUN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,PTPN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,YWHAZ,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,BRCA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,CYFIP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,CDKN2A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ABL1,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,OBFC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,TERF2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,CDK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,CCNA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,TERF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,TERF2IP,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,BLM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,POT1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,XRCC6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ACD,TEN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,PSEN2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,EGFR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,APH1A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,PSEN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,NCSTN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAM10,CTNNB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAR,IRF4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAR,HLA-B,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ADAR,IRF3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,RAF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,KSR1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,RAB5C,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,JAK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,SNAPIN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,AP3S1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3B1,AP3M1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3D1,AP3S1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3D1,AP3M1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3M1,AP3S1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3S1,RAB5C,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
AP3S1,SNAPIN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APC2,SKP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,NCSTN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,PSEN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,CTNNB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,PSEN2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,ARRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,TRAF6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APH1A,PSENEN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCD2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,ERCC4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCI,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,C1ORF86,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,C19ORF40,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,BLM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,C17ORF70,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
APITD1,FANCF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,NFKBIA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,NFKB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,SMO,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,RAF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,MDM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,PEBP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,SLC9A3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,EGFR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,BRAF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,MC4R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,MAP2K1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,FLNA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,CHUK,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,KIR3DL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,RELA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,MC1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,NEDD4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ARRB2,TRAF6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CDC6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,POLE2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,OBFC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,TERF2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,VHL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MDM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,PIAS4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MSH3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CCNA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,EGFR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,TERF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MYC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,SMARCA4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CDT1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CDC45,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,POLE4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,POLE3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CETN2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,PCNA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RAD23B,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,POLH,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RAD52,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,TRAF6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,POLE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,EXO1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,RAD50,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,XRCC6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,KAT5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,H2AFX,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,CHEK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MRE11A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,TP53BP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,BRCA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATM,MDC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATOX1,ATP7B,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATOX1,ATP7A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATP7A,EIF4E,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATXN2,PABPC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
ATXN2,LSM14A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,CD74,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,IL2RB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,IL2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,CD80,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,CD28,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,CD86,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,LCK,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-DQA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-DRB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,JUN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,IL2RG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-DQB1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,IL2RA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,KIR3DL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-DRA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-DMB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
B2M,HLA-B,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
BCL10,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
BCL10,NFKBIA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
